Word,Freq
|harrington,1
|harte,1
bret|,1
|hartswick,1
wodky,1
|hastings,1
|hay,1
|hazzard,1
|heber,1
reginald|,1
|henley,1
ernest|,1
|herford,1
|herrick,1
|hill,1
marion|,1
|hogg,1
|holmes,1
wendell|,1
stivation,1
|hood,2
|hook,1
theodore|,1
|hovey,1
richard|,3
|hunt,1
leigh|,1
|huntley,1
stanley|,1
|ingoldsby,1
|richard,1
barham|,1
|irwin,1
wallace|,1
|jenks,1
tudor|,1
|johnson,4
burges|,1
hilda|,1
rossiter|,1
|johnston,1
|johnstone,1
|jones,1
dean|,2
|jonson,1
ben|,2
|keats,1
|kerr,1
orpheus|,1
newell|,1
|king,1
|kingsley,1
|kipling,1
rudyard|,1
|knight,1
coggswell|,1
|lamb,1
|lampton,1
persion,1
|landor,1
savage|,1
|lang,1
andrew|,1
|langbridge,1
frederick|,3
|lanigan,1
|lear,1
yongby,1
|leigh,1
romanunt,1
|leland,1
godfrey|,2
|lemke,1
|lemon,1
mark|,1
|lessing|,1
|lever,1
|lindesay,1
david|,1
|locker,1
|loines,1
hilliard|,1
|loomis,1
battell|,1
|loring,1
|lovelace,1
|lover,1
malloy,1
|lowell,1
russell|,1
|ludlow,1
|lummis,1
|lysaght,1
|mackay,1
|mackintosh,1
newton|,1
|macy,1
|maginn,1
|marquis,1
don|,1
|marriott,1
|masson,1
tom|,1
|maxwell,1
|mayhew,1
horace|,2
|m??nage,1
gilles|,1
|merivale,1
|miller,2
duer|,1
joaquin|,1
|milne,1
|milton,1
|mix,1
parmenas|,1
|moore,3
clarke|,1
|morgan,1
bessie|,1
|morris,2
pope|,1
|motteux,1
|moxon,1
|munkittrick,1
|nack,1
|nairne,1
lady|,1
|newell,1
|orpheus,1
kerr|,1
|o,3
cormac|,1
boyle|,1
|osborn,1
selleck|,1
|outram,1
|pain,1
barry|,1
|paine,1
bigelow|,1
|palmer,2
pitt|,1
|parke,1
|paull,1
|peck,1
minturn|,1
|pelham,1
|perry,1
nora|,1
|philips,2
barclay|,1
|piggot,1
|planch??,1
|pontalais,1
du|,1
|pope,1
alexander|,2
|porson,1
|porter,1
|praed,1
mackworth|,1
|pratt,1
|prior,1
|proudfit,1
law|,1
|prout,1
father|,1
|ramal,1
|rands,1
|riley,1
whitcomb|,1
|robertson,1
harrison|,1
|robinson,1
arlington|,1
|roche,1
jeffrey|,1
|rodger,1
|romaine,1
harry|,1
|ropes,1
reed|,1
|russell,1
irwin|,1
|sancta,1
|saxe,1
|sawyer,1
|scollard,1
clinton|,1
|scott,1
|seaman,1
owen|,1
|sheridan,1
brinsley|,1
|shults,1
|sibley,1
|sidney,1
|sims,1
|smith,4
sydney|,1
|southey,1
|stanton,1
libby|,1
|stephen,1
kenneth|,1
|stevens,1
|street,1
julian|,1
|james,1
flagg|,1
|stuart,2
bertrand|,1
mcenery|,1
|suckling,1
|swift,1
|swinburne,1
|taber,1
parsons|,1
jaberwocky,1
|taylor,2
bayard|,1
leston|,1
|tennyson,1
|thackeray,1
|thayer,1
lawrence|,1
|thompson,1
|towne,1
hanson|,1
|traill,1
|trowbridge,1
townsend|,1
|turner,2
sproat|,1
|tytler,1
|untermeyer,1
louis|,1
|vandyne,1
|villon,1
fran??ois|,1
|wake,1
basil|,1
|ward,1
artemus|,1
|charles,1
browne|,1
|ware,1
fitch|,1
|warren,1
|waterman,1
nixon|,1
|weatherly,1
|webb,1
|wells,1
carolyn|,1
|west,1
paul|,1
|wesley,1
|witcher,1
|white,1
|whittier,1
greenleaf|,1
|wilcox,1
wheeler|,1
|wildgoose,1
oscuro|,1
|wilkie,1
|willis,1
|willson,1
arabella|,1
|wolcot,1
|yates,1
edmund|,1
|ybarra,1
|yriarte,1
de|,1
kentuck,1
maeonides,1
hooksbadar,1
didle,1
alabg,1
bopeepals,1
platus,1
goromandel,1
nune,1
graphtolite,1
whenas,2
bellancholly,1
johnstons,1
chalmondeley,1
zo??logical,1
witcher,1
straus,1
millennuim,1
thackery,1
chas,7
margerie,1
simkin,1
treson,1
greenleat,1
ptanche,1
spacially,1
derisiye,1
croquill,1
schults,1
whicher,1
nylographer,1
pagination,1
monospaced,1
align,1
goeffrey,1
standardised,4
bashville,70
cashel,133
brentano,4
posnet,2
ibsenism,1
wagnerite,1
magnifique,1
gu??re,1
prizefighting,10
mcmxiii,1
lynne,1
boxing,40
corbett,153
unromantic,2
playwrights,1
insertions,1
formulas,1
communism,1
shakespear,12
colloquies,1
rosencrantz,1
guildenstern,1
raphaelite,2
peele,4
kyd,1
richards,1
explicable,3
hypnotize,1
uccello,1
mightinesses,1
arethusa,2
calibans,1
formulary,1
giulio,1
romano,1
carracci,1
ruskinite,1
domenichino,1
masaccio,1
academically,1
malfi,1
bethsabe,1
heywood,2
tourneur,1
marston,1
blathering,1
amateurship,1
strenuosity,1
freethinking,1
poetasted,1
faustus,5
wiltstoken,7
outspread,3
crawlers,1
maidhood,1
singlet,1
mellish,29
prizefighter,13
whelped,1
doggish,1
fillst,1
yodeled,1
screamst,1
ingrate,1
contaminat,1
profanest,1
cyclops,8
behest,1
downing,21
splits,1
reunite,1
prepositionally,1
yestermonth,1
hoskyn,1
abendgasse,1
ensorceled,2
chloroform,2
thunderstricken,1
chlorotic,1
literate,1
pothouse,2
scrubbs,1
challenger,18
skene,2
revisited,2
nonpareil,4
dicebox,1
panley,1
cert,38
grogginess,1
losers,3
oxter,1
sprinting,2
outmatched,2
catchweight,1
thoudst,1
prizefighters,2
championships,4
undefeated,1
birthstain,1
mobled,1
hecuba,5
pointest,1
maugre,1
duello,3
ruder,2
antimacassarly,1
asprent,1
drawingroom,1
rebuk,2
implant,1
stockbrokers,1
pampa,1
horsebreaker,1
pyre,1
cowers,1
sealskinned,1
egret,1
chickenbutchers,1
crueller,3
breadbasket,1
bender,2
misalliance,1
nostalgia,1
bedogg??d,1
ventre,1
paracelsus,4
flunkey,1
boko,2
ablution,1
gules,2
hurries,4
unchidden,1
whisk,2
houyhnhnms,1
frowst,1
outwait,1
pompei,1
ostlerdom,1
subdu??d,1
milks,1
chares,1
cetewayo,15
an??mic,1
mislike,1
liveries,5
belched,1
fuliginous,1
devises,1
unearn??d,1
unfac??d,1
explosively,1
spearless,1
zululand,2
personified,2
bumbling,1
thews,1
bloke,3
toffs,1
ennythink,1
postpones,1
mellay,1
isandhlana,2
stampede,5
ermatch??d,1
zulus,1
corklike,1
deflated,2
swoons,1
learn??d,1
oldmaided,1
unlearn,1
prizefight,5
ultion,1
backslidden,1
sarcolobe,1
shrewsb,1
bruis??d,2
cak??d,1
reefer,1
wellbred,1
gisborne,1
twelvemonths,1
redhanded,1
baseborn,2
bingley,2
fitzalgernon,1
courcy,1
overlord,1
fordid,1
prussic,1
tearstained,1
honeymooned,1
amnesty,3
swanlike,1
anarchic,1
flatters,2
polyandry,1
backer,3
pawns,1
trill,1
sparring,27
queensberry,9
pugilism,11
knockdown,1
liedown,1
inexpert,1
sparrings,1
heenan,3
boxers,5
awarding,1
discountenancing,1
marquess,1
unobtrusively,2
macadamized,1
unathletic,1
edgeworth,5
pugilists,4
badminton,1
michell,1
cestus,1
pugilistic,4
dispassionateness,1
finals,1
sparred,2
applauds,1
lavishes,1
punching,7
dexterities,1
brutalities,4
moli??re,1
sceptically,1
eighties,5
lillie,8
donnelly,1
bicycling,5
demoralization,5
scrapper,2
cinematographs,1
sackerson,1
boxiana,1
fluke,2
fighters,7
pugilistically,1
physiologically,1
prizefights,1
accessaries,1
principals,5
legalization,3
vivisector,6
anesthetic,1
physiologists,2
inflicts,1
euthanasia,1
vivisectors,2
licit,1
prostitution,5
vituperated,1
gladiator,1
cockfighting,1
gloveless,2
showmen,1
brieux,3
hankin,1
pollock,1
geneva,3
brassbound,1
alger,19
burt,4
abducted,4
repels,2
starvin,3
latchkey,7
balking,1
brabazon,49
foppishly,1
bwains,1
vewy,5
weally,4
clevah,2
opewa,2
fwiend,2
evewybody,1
gweat,1
courth,1
flunkeys,2
bwooklyn,1
bwidge,1
misewable,1
gaslight,6
bunco,1
doubtfullly,2
sociated,1
despondently,3
bounce,8
euphemistically,1
retrousse,1
harshlike,1
secretlike,1
sundering,1
lodgin,1
eddication,1
smashin,3
rale,1
leddy,4
mahone,1
spalpeen,3
uncarpeted,6
berger,1
gentale,1
sewin,4
belave,2
worruld,3
valises,1
recluses,1
ragamuffin,2
bootblack,5
irritably,7
swate,1
pianner,3
understandin,2
expensively,1
morrison,2
seminary,4
magnanimously,5
wesiding,1
afwaid,1
stunnin,1
geewhillikens,1
expressman,4
danged,1
crossly,8
stepson,1
dented,2
becomin,3
bums,1
sniveling,1
horsewhip,6
apprehensively,8
carrie,49
masher,1
bandbox,1
kindhearted,1
eulogium,8
argy,2
coaxingly,1
soliloqized,2
droppin,3
chumps,2
wideawake,2
incorrectness,2
convulse,7
steeled,4
fotchin,1
eactly,2
artfullest,1
lunytick,1
carvin,4
niggah,1
smasher,6
unbolt,1
nohow,9
guffaw,1
entrapped,4
hackman,4
trufe,1
afeared,5
tush,1
deadheads,2
seasickness,2
sizable,1
ascertainel,2
leslie,23
considerin,2
farncisco,2
actilly,1
flustrated,1
straightforwardly,1
innersent,1
strate,2
arristed,1
kyard,1
surtin,1
cozen,1
dished,5
indorsement,1
penmanship,1
mattie,6
ingratiated,4
persecutin,1
bouvier,8
patronizingly,1
stauss,2
gallops,1
lanciers,1
penchant,3
barbazon,1
stricture,2
strictures,1
trollop,2
overtime,2
colorado,5
thas,2
adventuress,7
nugget,1
disclaim,4
swinton,2
needlewoman,1
utmust,2
nade,1
husbanded,2
pawnbrowker,1
nivir,1
misrepresenting,2
rason,1
plinty,1
schemin,1
sivinteen,1
losin,2
meddler,5
revoking,1
tucking,2
wormed,4
portiere,6
dacent,1
duane,3
bickford,1
roarer,1
mordaunts,1
tony,7
rudolph,2
rugg,1
plympton,1
postpaid,2
thatcher,66
pegger,1
smacks,2
cordage,3
ligatures,2
gockley,1
wilfred,11
grenfell,31
thomason,5
doc,6
proctors,3
causa,2
georgiana,1
parkgate,3
grenvilles,1
lansdown,1
wain,1
trevanion,1
slanning,1
godolphin,1
pascoe,1
cochrane,2
kilvey,1
rugby,5
balliol,8
repton,2
evangelistic,1
modernized,1
silting,1
trending,1
football,17
matriculating,1
treves,2
waifs,4
putney,83
spirituous,3
reincarnate,1
outfitting,1
administers,2
animates,4
co??perative,1
winners,1
encourages,4
sawmill,5
dressings,3
brin,4
plodder,1
harked,1
retriever,2
oilskin,3
overclothes,1
ballicaters,1
landwash,2
sish,5
coating,5
freya,1
slob,13
oilskins,10
komatik,6
scramble,14
splicing,2
featherweight,2
mascot,1
backwash,1
thermos,3
marooned,5
shrift,1
kiri,1
intestines,3
lapps,1
lapp,1
puttee,1
sweater,5
knickers,2
cuddled,1
growls,2
komatiks,1
orangemen,1
disarticulate,1
marled,1
crookedest,1
northwesterly,1
johns,32
cystic,1
an??sthetic,2
folios,2
cobalt,1
d??bris,2
dogskin,2
leggings,7
bonfire,7
snowblind,1
puttees,1
lookouts,1
lording,1
griquet,1
wonderfu,4
startin,3
wavin,2
floatin,2
droled,1
marilynda,1
cunliffe,1
sidenote,59
intercommunication,1
founts,2
disorganisation,1
hipparchus,1
hippocrates,2
alchemy,2
kepler,4
stevinus,1
magnete,1
hegemony,1
accademia,1
lyncei,1
instaurators,1
vaticinations,1
novum,1
organum,1
motherwit,1
inveniendi,1
scientias,1
inductions,1
superinducement,1
desirableness,1
descartes,11
ren??,1
discours,1
m??thode,1
principes,2
philosophie,5
deductive,8
underestimated,1
baconians,1
cartesians,1
physicists,4
coordinating,1
leibnitz,2
acquisitions,3
cosmogony,1
experimentation,2
malpighi,1
superinduce,1
chemically,5
eulogise,1
eulogists,1
adolescence,2
laplace,4
fresnel,2
oersted,2
lavoisier,1
lamarck,3
jussieu,1
decandolle,1
realisation,5
jubilation,1
floatsam,1
investigators,4
redeems,1
afflatus,3
crichtons,1
familiarised,2
inductive,7
summaries,2
subdivide,1
inquirer,10
postulates,5
baconian,1
geocentric,1
eccentrics,1
epicycles,1
guessers,1
corpuscular,3
undulatory,3
antinomies,1
correlating,1
observational,1
ellipse,1
explication,2
unverifiable,2
symbolical,3
apprehensible,1
overrate,2
generalisations,7
physico,10
molar,8
plenum,1
granules,2
reassertion,1
ingenerable,4
perceptibility,1
separable,1
multiples,1
exemplify,1
atomism,2
democritic,1
cartesian,1
predicates,1
indivisibility,2
interatomic,2
sociology,1
isomorphism,1
harmonised,2
daltonian,1
avogadro,2
symbolic,2
notation,3
binomial,1
classificatory,1
schematism,1
zo??logy,2
molecularstructure,1
modifying,1
ascertainment,3
isomeric,1
producible,2
colligate,1
valency,1
atomicity,1
diffusibility,1
dissociated,1
deducible,6
dynamical,1
matterless,2
aggregates,1
individualised,1
chlorine,1
bromine,1
fluorine,1
selenium,1
boron,1
silicon,1
lithium,1
uranium,1
gamma,2
biologists,1
undifferentiated,1
alchemists,1
tourbillons,1
derivative,4
urstoff,1
prh??t??,1
hyl??,2
heschhat??,1
specialised,1
transmutability,1
dissociative,1
cheops,1
expressible,1
dialectics,1
generalise,1
thrower,5
duality,1
ethically,1
obstructive,1
dysteleologies,1
hypostatised,1
hypothesi,1
macrocosm,1
wanned,1
theorem,3
equivalency,1
amp??re,2
melloni,1
quantitatively,1
imaginably,1
aristotelian,2
dunamis,1
energeia,1
potentially,1
involution,1
transformations,2
necessitate,5
unify,1
putrefying,1
emanistic,1
neoplatonic,1
gnostic,1
kant,2
protogaea,1
th??orie,1
maillet,1
treviranus,1
catastrophism,1
teleology,1
lyell,5
poulett,1
scrope,1
stratified,2
pal??tiological,1
zoologique,1
domestication,2
insectivorous,2
spectroscopic,2
corollaries,1
biologist,2
ignorabimus,1
vaporised,1
discontinuity,1
intermediation,1
rectilinear,1
colliding,3
gieseler,1
radiometer,1
interconnection,1
spectroscope,1
fraunhofer,1
spectroscopy,2
millionth,2
magneto,1
levelling,5
galvano,1
analysing,3
projectiles,10
artillerist,4
footfall,13
penetralia,3
decompositions,1
germane,1
meteorologist,1
dissections,1
asteroids,1
thermotics,1
precession,1
equinoxes,1
tertiary,1
schwann,2
protoplasm,2
morphological,8
synthesis,5
civitas,1
fundamentally,1
differentiation,1
heredity,1
abiogenesis,4
omne,5
vivum,1
ovo,1
redi,2
needham,1
monistic,1
anatomist,1
faun??,1
flor??,1
invertebrates,1
cryptogams,1
phanerogams,1
developmental,1
arch??ology,1
babylonian,3
taxonomist,1
pal??ontology,3
phylogeny,1
definitions,1
drapiez,1
nouveaux,1
el??ments,1
botanique,1
fourthly,1
psychical,2
regulative,1
parasitism,1
tapeworms,1
trichina,1
particulate,1
vaccination,2
scabies,1
splenic,2
curative,1
philozoic,1
overpowers,1
supersedes,1
meteorological,5
climatology,1
diluvial,1
fossiliferous,2
configuration,4
pentateuchal,1
ostracism,1
perturbations,1
geologically,1
zeller,1
griechen,1
theil,1
abth,1
eucken,1
methode,1
aristotelischen,1
forschung,1
seq,1
suffrages,1
biot,1
m??morable,1
exemple,1
impuissance,1
recherches,1
collectives,1
appliqu??es,1
d??couverte,1
v??rit??s,1
nouvelles,1
acad??mie,1
r??cker,1
boscovich,1
impenetrability,1
liebig,1
hofmann,1
m??canique,1
chimique,1
ramener,1
chimie,1
entir??re,1
m??mes,1
m??caniques,1
r??gissent,1
d??j??,1
diverses,1
th??oris,1
juger,1
m??me,1
arrivera,1
avons,1
nihilism,1
vertebrated,1
invertebrated,1
critiques,1
youmans,4
beagle,1
bain,11
grote,1
compendium,2
interworkings,1
emeritus,1
conte,1
newberry,2
shaler,1
boscombe,64
pips,49
eclipses,8
adler,64
intrusions,5
cocaine,12
odessa,19
trepoff,4
trincomalee,4
gasogene,4
introspective,13
stethoscope,5
undated,4
theorize,5
gesellschaft,4
gazetteer,4
eglow,4
eglonitz,4
egria,4
uncourteous,4
astrakhan,5
cheekbones,5
vizard,5
kramm,8
implicates,4
ormstein,8
gottsreich,4
sigismond,4
cassel,4
felstein,4
prague,10
docketing,4
monograph,13
scala,4
blackmailing,4
clotilde,4
lothman,4
meningen,4
scandinavia,10
briony,44
kempt,4
horsey,8
bijou,4
chubb,4
fasteners,4
ostlers,8
moustached,5
hankey,4
monica,13
edgeware,8
landau,18
surpliced,4
expostulating,5
vouching,4
menaced,5
shabbily,5
guardsmen,12
simplifies,5
burgled,8
loungers,17
darlington,4
arnsworth,4
precipitance,4
simplify,6
superscribed,4
n??e,4
brassy,7
freemason,4
breastpin,4
ignotum,4
magnifico,4
ezekiah,8
coburg,36
disqualify,5
planked,5
abbots,4
archery,4
attica,11
refreshingly,4
manufactory,12
featureless,10
sarasate,4
introspect,4
aldersgate,4
poky,4
footpaths,4
abutted,8
mcfarlane,4
copier,4
hansoms,7
merryweather,48
sholto,4
agra,24
farrington,4
napoleons,8
unpack,7
partie,4
carr??e,4
archie,4
derbies,4
snigger,4
incites,4
rien,5
gustave,5
plannings,4
outr??,9
oscillated,4
affaire,5
oscillates,4
realising,28
windibank,80
stepfather,84
auckland,4
gasfitters,8
typewrite,4
lyon,11
camberwell,12
westhouse,8
marbank,8
fenchurch,9
andover,4
brickish,4
greyish,11
typewritist,4
hydrochloric,4
bisulphate,4
baryta,4
slurred,5
actionable,8
voil??,4
afghanistan,11
gaunter,4
hatherley,72
mccarthys,12
crowder,12
landowner,9
lestrade,199
m??tier,4
cooee,28
swindon,4
severn,6
dustcoat,4
barometric,4
caseful,4
pikestaff,4
parietal,4
occipital,5
barmaid,13
bermuda,4
smokeless,5
whipcord,12
limps,4
verrons,4
arat,4
ballarat,24
diabetes,4
troopers,7
deathbeds,5
paradol,4
sophy,67
grice,4
patersons,4
uffa,4
trimly,5
prendergast,8
tankerville,4
openshaw,64
patentee,5
franchise,4
tradespeople,7
pondicherry,20
postmark,19
cashbox,4
fordham,8
scummed,4
sundial,20
sundials,4
freebody,4
portsdown,4
fareham,4
unfenced,4
unburned,5
mccauley,8
paramore,8
reabsorbed,4
sholtos,4
encyclopaedias,4
poisoner,4
postmarks,4
senders,5
ku,8
klux,8
klan,8
terrorising,4
unfailingly,4
implicate,9
unclasping,5
voraciously,6
finns,4
stevedore,4
laudanum,5
linoleum,4
swandam,32
terraced,6
tailing,4
senility,4
ramblings,4
neville,76
clair,110
bedded,13
balustraded,4
rifts,5
fresno,8
windowsill,4
bloodstains,8
vestas,4
incriminate,4
speciously,4
mousseline,4
soie,4
chiffon,5
gummed,5
armchairs,7
flicking,4
risers,4
bradstreet,48
frogged,4
beggarman,4
wheal,4
abandons,6
illegally,6
smearing,10
reopening,5
forceps,4
commissionaire,27
tallish,4
goodge,8
roughs,12
securer,8
anoints,4
gritty,5
morcar,16
horner,52
cusack,12
glints,4
baits,6
amoy,4
woodcock,11
fanlight,4
disjecta,4
membra,4
fancier,8
windigate,12
cravats,6
wimpole,4
wigmore,4
breckinridge,28
endell,4
nipper,5
oakshott,28
brixton,39
supplier,4
pestering,6
proosia,4
claspings,4
unclaspings,4
bonniest,4
fattened,9
maudsley,4
kilburn,15
huffed,4
roylotts,8
grimesby,32
roylott,84
riser,4
intuitions,4
farintosh,8
encompass,8
stoner,76
regency,4
gipsies,28
cheetah,24
honoria,4
westphail,4
charred,5
armitage,12
stepdaughter,8
imperturbably,9
eley,4
pokers,4
counterpaned,4
wilton,38
ventilate,5
pritchard,4
unrepaired,4
catlike,5
heelless,4
schemer,5
digs,6
indiscreetly,4
reconsidered,8
warburton,4
summarise,4
forgo,5
dooties,4
caraffe,4
spongy,5
cleaver,10
horrify,8
carbolised,4
dottles,4
rashers,4
lidded,4
venner,4
matheson,4
lysander,28
thinness,6
eyford,36
oxfordshire,4
eavesdroppers,6
harmonium,9
chinchilla,4
regurgitation,4
elise,4
hayling,4
ordnance,8
coiners,5
jezail,5
summonses,5
backwater,18
walsingham,6
balmoral,16
caltrops,4
plantagenet,4
hatty,12
aloysius,21
amplifying,4
westbury,4
expectancies,5
birchmoor,4
gainer,7
peeress,4
petersfield,4
eustace,5
alicia,93
millar,20
danseuse,5
foppishness,4
tomboy,4
deposes,4
transformer,6
thoreau,4
franco,4
implicating,4
p??t??,4
foie,4
gras,4
cobwebby,4
moulton,16
mcquire,4
arizona,4
apache,4
eightpence,6
crumbly,4
unseat,4
beryls,16
streatham,16
burnwell,28
fairbank,8
financier,9
extinguishes,4
overseen,4
lowliest,4
c??l??bres,4
disputatious,4
compositor,4
degenerating,4
munro,12
westaway,8
stoper,24
romper,4
faddy,8
manageress,4
jephro,8
rucastle,152
acetones,4
aldershot,10
steadings,4
southerton,4
alternation,4
sulking,5
toller,60
detracted,4
beige,4
r??pertoire,4
inimitably,5
outhouse,11
rucastles,16
tollers,4
crinkled,4
unpapered,4
padlocked,6
overdid,5
spellbound,6
fianc??,5
thudding,7
standi,4
walsall,5
{ix},1
hearne,109
{xi},1
archives,10
illumines,1
eking,1
muscovy,3
frisland,3
colonizing,1
handicrafts,1
northwestwards,1
uninviting,4
harwich,4
metallurgist,1
baptista,1
agnello,2
salvador,1
cairns,1
yarmouth,1
felton,1
inauspicious,1
dionise,1
berg,1
consorts,3
wolfall,1
towardly,3
sealskins,2
dartmouth,2
iceless,1
mastiffs,3
sleds,3
unbearded,1
thievish,2
wolstenholme,4
digges,6
bylot,6
farers,1
exported,5
portage,6
malplaquet,1
utrecht,6
athabaska,23
chawchinahaw,4
caribou,3
snowshoes,1
sledges,11
shelterless,2
cathawachaga,3
tyrrell,2
identifies,1
kazan,2
dubawnt,5
capucca,1
unreclaimed,1
unreclaimable,1
skipertogan,1
marauders,3
matonabbee,18
trudge,2
foodless,2
outpost,5
wholdaia,5
snaring,2
clowey,3
colden,1
aylmer,2
congecathawachaga,1
dwarfish,3
daubs,2
athaspuscow,1
waterfowl,2
revising,2
commemorates,1
partnerships,1
assiniboine,3
winnipeg,14
emporium,3
voyageurs,23
leroux,5
broadens,1
sandbars,1
favouring,8
ouest,1
unsinking,1
saskatoon,1
kane,2
clintock,5
polyphemus,1
flinders,7
australasian,1
sandbar,5
bellerophon,2
scoresby,1
uncompleted,2
hepburn,11
requisitioned,2
undeterred,1
shanties,1
weatherproof,1
canadians,5
unfrozen,1
paralysed,11
michel,9
chinks,8
recommencing,1
peltier,2
samandr??,2
squalor,5
governorship,1
tasmania,1
sightseers,1
icebound,1
hummocks,1
melville,3
overlapped,1
fitzjames,3
fairholme,1
disco,1
unloaded,7
fastness,2
forsyth,3
spedden,1
grinnell,2
collinson,1
clure,7
belcher,8
battened,1
crimean,27
kettles,4
nnw,1
paralysing,3
schley,1
peary,8
jeanette,1
wrangel,1
unshipped,3
johansen,1
andr??e,8
strindberg,1
fraenkel,1
sverdrup,1
abruzzi,1
roald,2
amundsen,2
etah,1
navigations,1
traffiques,1
explores,5
colby,4
seigneurs,2
intendant,7
chapais,2
acadian,2
loyalists,2
ottawas,2
tecumseh,2
ethel,2
agnes,10
laut,11
pathfinders,7
burpee,2
patriotes,1
decelles,2
macmechan,2
colquhoun,1
macdonald,23
wilfrid,531
laurier,2
oscar,20
skelton,19
marcia,1
woodie,1
pgdpcanada,1
ourroots,2
toc,1
aspx,1
amp,1
qryid,1
blackrobes,2
invasions,2
battlefields,1
garry,4
munck,16
brock,2
snowdrifts,1
peltry,7
gauntlets,10
falsetto,3
marche,2
papooses,1
capotes,1
seventies,1
interlinking,1
flotillas,2
mackinaw,1
paddlemen,1
lestang,1
voyageur,4
undertow,1
overfall,1
steersman,4
catapulted,1
gambrel,1
unmapped,3
ogden,1
ermatinger,1
idaho,1
utah,10
monterey,1
radisson,146
butting,4
jams,3
juet,5
fleeter,4
phalaropes,2
mutterings,3
scuppers,6
tamarac,2
bobbled,1
glassed,1
turbulence,5
grouse,16
incompetents,1
mutineers,7
complainants,2
whirr,6
icefloes,5
turbulently,1
resinous,1
prickett,4
profanes,1
unsheath,3
punily,1
huddling,5
undoes,1
walstenholme,1
superficially,3
jens,4
indrive,1
ravenously,4
plunderers,3
medard,2
chouart,16
groseilliers,46
cree,5
saguenay,4
dreuilletes,1
dablon,2
assiniboines,13
hinterland,2
abitibi,1
tracking,7
rochelle,2
perc??,5
anticosti,2
gillam,41
filibuster,1
pawning,1
forgathered,1
kirke,7
viner,3
gorst,3
stannard,3
colleton,3
drax,4
eaglet,3
victualled,2
nonsuch,5
diarist,1
kirkes,1
wavero,4
feudalism,4
absolutism,1
retainers,3
sweare,1
limitts,1
bedd,2
periwig,17
linkmen,1
torchbearers,1
chartering,1
saile,1
unlading,1
buglers,1
drummers,1
whiffed,1
parleying,3
muskrat,12
awls,2
wampum,1
teachests,1
scalping,3
foray,4
chastising,7
deducted,2
shareholder,1
albanel,4
reassume,2
colbert,7
aubert,2
chesnaye,13
jolliet,1
moyne,9
frontenac,5
acadia,1
nord,2
unseaworthy,1
outfitted,1
fiords,1
canoed,3
chants,1
portaged,3
porthole,2
grimmington,15
englanders,3
bridgar,17
ambushed,1
garrisoned,1
winterers,1
bloodlessly,1
barre,6
reprimanded,11
petitioning,1
unofficially,1
privateering,1
bombarded,1
phipps,4
looting,1
lhut,2
p??r??,14
comporte,4
deninization,1
naturalization,1
evance,5
smithsend,13
perpetuana,3
sargeant,21
reappointed,2
chisels,1
embayed,2
icefields,1
binnacles,1
interlopers,2
martini??re,6
craftily,1
denonville,2
pistoles,1
sandford,4
choppy,1
doffing,1
dourly,2
flopping,2
bayoneted,1
ch??teau,10
michilimackinac,1
chevalier,29
troyes,9
damnified,1
forested,1
bastions,3
moynes,3
iberville,36
moccasined,1
sabred,1
nightshirt,2
bombs,35
grenades,2
englishwoman,4
raiding,7
brashy,1
armpits,3
fifes,2
parleyed,1
severall,1
furrs,3
fitt,1
arbitration,3
auctioned,1
ryswick,3
skids,1
meux,3
edgecombe,1
beavers,2
sharpshooters,2
chateauguay,3
privateer,1
bonaventure,2
seaforth,2
serigny,5
icefloe,1
palmier,2
profond,3
placentia,1
furbishing,1
marshalled,1
cannonades,1
jobbing,1
extortionate,2
martinet,1
switching,1
brochet,1
gratuities,1
caskets,1
napper,1
scroggs,1
hyperborean,1
maniacs,3
pamphleteers,1
dobbs,9
teapot,4
v??rendrye,2
hendry,16
playgreen,1
portaging,1
overwashing,1
pasquia,2
kis,1
chewan,1
sepie,1
aing,2
overcape,1
gunnels,1
bagpipes,3
skirling,1
archithinues,1
wetaskiwin,1
calgary,2
outcroppings,1
battleford,2
corne,4
coyotes,1
nooning,3
raucous,6
honking,1
ganders,1
mallard,1
teepees,1
canoeing,1
duststorms,1
lob,1
cadotte,2
cadottes,1
nepawin,2
criss,1
muskeg,2
aisled,1
isham,3
discrediting,2
wildwood,2
onmarching,1
beckles,1
bryce,4
purchas,1
pilgrimes,1
sylvie,1
potherie,1
am??rique,1
jeremie,1
belmont,1
dollier,1
sulte,1
robson,2
employee,3
hargreaves,1
bayley,1
drueilletes,1
flees,1
mutinies,1
shaftsbury,1
suburbanite,3
phelan,1
prawleys,12
isobel,211
westcote,17
millington,249
rolfs,115
reprovingly,4
millingtons,1
spaded,2
prawley,82
weeded,3
gardened,1
radishes,2
lamest,1
wrenches,3
pokey,8
donelleys,1
commuter,5
commuters,3
blindfold,4
suburbanites,3
liveryman,4
underfeed,1
scarum,4
sizzle,2
cranked,2
deforestation,2
impractical,3
gimcracks,1
pamper,2
chutes,1
misdemeanour,2
duggs,4
motoring,1
carols,2
maundering,1
seiler,11
scheduled,4
impersonating,1
clothesline,5
matin??e,3
wyandotte,4
wyandottes,6
orpingtons,5
chickenish,1
gizzard,3
bossing,2
raisers,1
orpington,1
broilers,2
roaster,8
sweepstakes,2
outclassed,4
squawker,3
squawk,2
egger,1
delicatessen,1
brooders,1
incubators,1
craws,1
dissolvent,1
harming,1
regulator,2
enervated,1
leghorns,1
